Date,Product Category,Product Name,Region,Sales Revenue (USD),Units Sold,Customer Segment,Customer Type,Customer Satisfaction,Marketing Spend (USD),Discount Percentage (%),Competitor Influence,Return Rate (%),AI/ML Adoption Rate (%),Ad Campaign Effectiveness,Customer Retention Rate (%),Product Launch Date,Competitor Product,Market Share (%)
2009-06-23,Data Center,Tesla T4,South America,856374.52,3225,Gamers,Individual,2.1,180773.22,1.0,Low,2.3,52.0,0.1,62.0,2008-01-18,AMD Radeon RX 6800,49.13
2020-09-26,AI,Quadro P2200,APAC,284044.7,2475,Educational Institutions,Individual,4.2,166339.39,5.0,High,4.72,73.0,0.15,66.0,2001-06-18,Intel Xeon,64.46
2020-11-29,Gaming,Tesla T4,APAC,1440203.45,1229,Gamers,Individual,4.9,129695.24,24.0,Medium,4.73,63.0,0.2,83.0,2014-11-20,Intel Xeon,68.53
1996-05-28,OEM,Tesla T4,Africa,400861.08,4300,Cloud Providers,Business,2.8,125134.0,1.0,Low,4.58,49.0,0.1,85.0,2006-01-21,Intel Xeon,65.3
2005-08-19,OEM,Tesla T4,Africa,1755485.27,4467,AI Researchers,Individual,2.6,24181.74,19.0,High,0.29,14.0,0.28,74.0,2012-10-01,Google TPU,63.97
2021-09-15,Data Center,RTX 3080,Europe,1744971.28,271,Gamers,Individual,2.2,87491.18,17.0,Low,4.65,61.0,0.19,69.0,2020-03-20,AMD Radeon RX 6800,49.49
2002-01-25,Data Center,RTX 3080,APAC,316133.5,1158,Gamers,Individual,3.9,38854.82,3.0,Medium,3.05,23.0,0.28,50.0,2015-05-03,AMD Radeon RX 6800,56.96
2015-07-28,Gaming,RTX 3080,Africa,1670007.12,3080,Educational Institutions,Individual,2.9,67555.49,11.0,Medium,3.72,81.0,0.22,82.0,2014-11-21,AMD Radeon RX 6800,54.97
2020-06-18,AI,Tesla T4,North America,1498397.49,4254,AI Researchers,Individual,5.0,66974.35,5.0,Low,1.73,43.0,0.06,81.0,2019-04-26,Google TPU,34.71
2024-08-22,Gaming,RTX 4090,South America,1086285.19,326,Cloud Providers,Business,3.0,190740.94,3.0,Low,0.58,55.0,0.21,56.0,2015-08-09,AMD Radeon RX 7900,58.95
1994-08-30,Data Center,RTX 4090,Middle East,1566973.23,169,Educational Institutions,Business,4.5,167712.02,19.0,Low,4.27,12.0,0.14,70.0,2024-07-06,Google TPU,61.5
2012-05-22,AI,Tesla T4,Middle East,192820.42,4122,Cloud Providers,Business,4.2,147593.03,9.0,Low,3.27,62.0,0.06,88.0,2001-01-29,AMD Radeon RX 6800,43.65
1996-10-21,Gaming,Tesla T4,South America,694155.6,4725,Educational Institutions,Business,2.1,196160.16,1.0,High,0.82,37.0,0.27,70.0,2021-02-18,Google TPU,46.08
2002-08-12,Gaming,Tesla V100,South America,1686064.13,4932,AI Researchers,Individual,2.8,183029.74,3.0,Low,3.97,12.0,0.12,57.0,2017-01-08,Intel Xeon,50.39
2001-11-21,Data Center,Tesla T4,South America,917241.13,4909,Educational Institutions,Individual,2.1,64765.1,8.0,Medium,2.54,15.0,0.12,86.0,2016-02-15,Intel Xeon,64.16
2021-07-23,AI,Quadro P2200,South America,381737.83,1962,Gamers,Business,3.2,130573.81,11.0,Medium,2.38,26.0,0.12,56.0,2010-06-30,Google TPU,56.05
2002-05-30,OEM,Quadro P2200,APAC,1410744.84,637,AI Researchers,Individual,2.1,38769.08,23.0,Low,2.22,84.0,0.13,68.0,2013-04-10,AMD Radeon RX 7900,66.35
2001-09-22,Data Center,RTX 4090,Europe,1491905.13,467,Educational Institutions,Business,5.0,57927.64,3.0,High,0.3,26.0,0.07,87.0,1999-09-27,Google TPU,51.33
1994-02-24,OEM,RTX 4090,APAC,1584421.08,1000,AI Researchers,Business,1.5,106408.88,7.0,Low,2.26,66.0,0.12,77.0,2016-02-03,Google TPU,35.84
2024-04-02,Gaming,RTX 3080,Africa,1581955.53,4040,Educational Institutions,Business,2.4,79581.07,7.0,Low,0.38,11.0,0.08,53.0,1997-05-30,AMD Radeon RX 7900,64.69
1995-07-02,Data Center,RTX 4090,Middle East,1176894.01,1526,Cloud Providers,Business,4.0,173514.12,8.0,Medium,4.21,22.0,0.14,78.0,2019-11-06,AMD Radeon RX 7900,36.72
1999-03-15,AI,Quadro P2200,Europe,1562468.72,3584,Educational Institutions,Business,2.3,24081.52,17.0,Medium,1.13,69.0,0.2,53.0,2008-05-25,AMD Radeon RX 7900,56.82
1993-05-14,Gaming,Tesla T4,Middle East,705448.96,325,Gamers,Business,2.9,43567.43,1.0,Low,3.05,20.0,0.13,53.0,2016-01-30,AMD Radeon RX 6800,56.39
2001-09-06,Data Center,RTX 4090,Middle East,267078.57,3610,Gamers,Business,2.0,61636.11,16.0,High,1.82,19.0,0.13,62.0,2023-02-22,AMD Radeon RX 6800,57.61
2003-06-12,AI,Tesla T4,Europe,1036239.89,2576,Gamers,Individual,1.2,80206.81,17.0,Medium,2.78,34.0,0.14,85.0,2012-07-07,Google TPU,47.38
2002-09-11,Gaming,Tesla V100,Africa,142344.28,1652,Gamers,Individual,1.1,29937.73,9.0,High,1.79,10.0,0.3,85.0,2000-06-13,AMD Radeon RX 7900,62.37
2012-05-24,Data Center,Tesla T4,South America,542386.82,3467,Gamers,Individual,4.6,32064.4,6.0,High,1.48,62.0,0.1,66.0,2016-02-19,AMD Radeon RX 7900,44.52
2006-04-15,AI,RTX 4090,South America,1349236.01,2384,Gamers,Individual,1.1,32502.37,16.0,Medium,2.37,68.0,0.19,78.0,2012-01-19,Intel Xeon,34.79
2011-09-05,Gaming,Quadro P2200,APAC,96599.12,1878,Cloud Providers,Individual,2.7,53492.02,25.0,Low,0.63,82.0,0.11,66.0,2013-04-20,Intel Xeon,56.88
2022-09-30,Gaming,RTX 4090,North America,1743176.78,2780,AI Researchers,Business,1.5,81498.14,15.0,Low,2.5,28.0,0.26,64.0,1995-03-29,Google TPU,37.46
1993-11-24,Data Center,Quadro P2200,APAC,1653894.68,2187,Gamers,Business,3.4,161038.72,10.0,High,3.94,70.0,0.1,73.0,2017-10-29,Google TPU,56.49
1993-11-08,AI,Tesla T4,South America,1232857.43,3449,Educational Institutions,Business,1.1,34029.02,17.0,Low,3.47,70.0,0.29,63.0,2001-02-12,AMD Radeon RX 6800,53.1
2008-02-20,AI,Tesla V100,South America,1707898.55,733,Educational Institutions,Individual,1.7,172998.34,13.0,Low,0.51,12.0,0.14,87.0,2006-11-19,AMD Radeon RX 6800,53.87
2020-04-20,OEM,Tesla V100,APAC,1541839.9,2655,Cloud Providers,Individual,3.2,59956.81,23.0,Low,2.73,48.0,0.25,58.0,2006-12-30,AMD Radeon RX 7900,30.79
2000-05-24,Gaming,Tesla T4,APAC,1782537.59,3546,AI Researchers,Business,1.2,23877.08,15.0,Low,2.19,63.0,0.18,69.0,2008-11-05,AMD Radeon RX 7900,48.67
2019-12-05,Gaming,Tesla V100,APAC,373605.54,3890,Gamers,Individual,3.0,96915.79,23.0,Low,0.94,75.0,0.19,60.0,2014-06-05,Intel Xeon,40.31
2009-12-18,Gaming,RTX 4090,Middle East,1540129.55,979,AI Researchers,Business,3.8,190237.67,5.0,Low,0.5,68.0,0.11,51.0,2002-03-06,Google TPU,57.7
1995-06-16,OEM,RTX 4090,Africa,154673.19,3188,Educational Institutions,Business,3.7,14214.36,19.0,High,0.28,54.0,0.07,88.0,1999-04-17,Google TPU,61.53
2016-02-19,Data Center,Quadro P2200,Africa,663958.3,4596,Cloud Providers,Business,2.9,43221.31,2.0,Low,3.53,10.0,0.11,72.0,2015-11-26,Google TPU,65.25
1993-07-12,AI,RTX 3080,North America,55356.13,2856,Cloud Providers,Business,2.4,13586.43,1.0,High,3.82,77.0,0.05,50.0,2006-12-12,AMD Radeon RX 7900,59.58
1996-05-07,Data Center,Tesla V100,APAC,724599.71,4341,Cloud Providers,Business,2.5,104224.41,0.0,Low,0.88,29.0,0.29,56.0,2001-07-30,Intel Xeon,38.33
1999-11-03,OEM,RTX 4090,Europe,1494483.46,1561,Gamers,Business,4.2,171921.1,5.0,High,4.54,61.0,0.23,80.0,1993-12-10,Google TPU,47.08
2012-11-23,AI,RTX 3080,Africa,1222305.57,761,Gamers,Business,3.9,24848.38,16.0,Medium,4.9,23.0,0.14,67.0,2013-09-15,Google TPU,57.74
2012-01-12,OEM,Quadro P2200,Middle East,1812318.07,3091,AI Researchers,Business,2.6,36102.3,16.0,High,2.97,78.0,0.21,64.0,2014-03-30,Intel Xeon,63.9
2011-05-24,OEM,RTX 4090,Middle East,692648.71,531,Cloud Providers,Business,4.3,161087.04,14.0,Low,0.45,69.0,0.12,79.0,2020-02-20,Intel Xeon,48.44
2005-03-26,AI,RTX 4090,Africa,1863417.59,1215,Gamers,Business,1.7,191074.7,10.0,Medium,3.26,87.0,0.14,89.0,2020-01-05,AMD Radeon RX 6800,47.69
2019-11-16,OEM,RTX 4090,South America,1948152.99,3799,Gamers,Business,2.2,44045.78,23.0,High,4.2,10.0,0.09,73.0,2012-02-09,AMD Radeon RX 7900,51.55
2015-06-29,AI,Tesla V100,APAC,495568.7,1678,Educational Institutions,Business,4.3,171416.91,2.0,Low,1.33,87.0,0.19,84.0,1998-05-02,Google TPU,67.01
2011-06-05,,Tesla T4,Middle East,1880931.23,4042,AI Researchers,Individual,2.2,35174.48,14.0,Medium,1.32,87.0,0.16,88.0,2011-11-17,Google TPU,50.14
1997-09-03,OEM,RTX 3080,Middle East,233331.31,4387,Gamers,Business,4.5,198325.72,21.0,High,1.28,64.0,0.16,50.0,2012-10-24,AMD Radeon RX 7900,66.68
2005-10-19,Gaming,Tesla T4,Africa,636557.02,3794,AI Researchers,Business,2.9,173046.21,9.0,Low,4.41,26.0,0.13,73.0,2022-09-15,AMD Radeon RX 7900,43.3
2008-09-13,Data Center,RTX 4090,Europe,548963.0,3549,AI Researchers,Business,2.8,130247.84,23.0,Low,2.43,12.0,0.1,87.0,2011-09-30,AMD Radeon RX 6800,63.95
2021-05-10,Data Center,Quadro P2200,Africa,1316175.83,2950,Gamers,Business,2.3,42429.0,10.0,Low,0.79,60.0,0.16,78.0,2009-12-05,AMD Radeon RX 6800,47.24
2010-08-22,Data Center,RTX 4090,Africa,1094485.3,4674,Cloud Providers,Business,1.3,84820.77,1.0,High,0.93,67.0,0.14,72.0,2021-07-09,AMD Radeon RX 6800,48.42
2006-12-11,OEM,RTX 4090,Middle East,1214512.89,103,Educational Institutions,Business,5.0,83593.23,4.0,Low,0.23,65.0,0.08,63.0,2024-05-12,AMD Radeon RX 7900,41.15
2016-03-20,Data Center,RTX 3080,Europe,1002101.97,4664,Educational Institutions,Business,4.0,89816.19,14.0,High,3.13,78.0,0.2,86.0,1999-07-26,Intel Xeon,68.34
2018-07-03,Gaming,Tesla T4,Europe,88282.43,2304,Gamers,Individual,2.2,48416.27,7.0,Medium,0.78,76.0,0.27,56.0,2012-07-03,Google TPU,57.36
2009-12-06,Gaming,Tesla T4,South America,170682.05,565,AI Researchers,Business,3.4,154076.81,19.0,High,1.18,21.0,0.12,74.0,1997-05-26,AMD Radeon RX 6800,36.18
1999-06-30,OEM,RTX 4090,Africa,266763.49,4524,AI Researchers,Individual,1.4,194650.38,10.0,Medium,4.32,52.0,0.07,87.0,2010-11-23,Google TPU,47.85
2017-06-28,Gaming,Tesla V100,South America,1702957.74,2545,Cloud Providers,Individual,2.9,136906.41,3.0,High,4.15,46.0,0.13,65.0,2023-02-18,Google TPU,69.43
2008-01-04,OEM,Tesla T4,South America,60647.91,122,Gamers,Business,1.8,82404.57,8.0,Low,4.38,78.0,0.06,61.0,2017-01-14,AMD Radeon RX 6800,49.99
2024-09-04,OEM,RTX 4090,Middle East,1125433.18,3752,Educational Institutions,Individual,2.3,60273.3,19.0,Low,2.48,85.0,0.25,51.0,2018-03-01,AMD Radeon RX 7900,30.54
2020-11-15,Data Center,RTX 3080,Africa,1108868.9,3000,Cloud Providers,Business,2.7,190589.21,10.0,Medium,4.47,15.0,0.27,64.0,2019-11-27,AMD Radeon RX 6800,59.83
2018-09-12,OEM,Tesla V100,Africa,1629908.99,4225,AI Researchers,Individual,1.2,49590.39,13.0,Low,4.99,56.0,0.14,64.0,2004-08-18,Google TPU,64.19
2020-08-03,Gaming,Quadro P2200,APAC,700341.17,3790,Gamers,Individual,1.0,129159.97,17.0,Low,4.68,23.0,0.17,66.0,2009-12-17,Intel Xeon,61.79
2019-04-14,OEM,Quadro P2200,South America,1991491.18,778,AI Researchers,Business,1.5,184363.29,24.0,Medium,0.53,41.0,0.07,81.0,2000-08-23,AMD Radeon RX 7900,42.09
2013-10-04,Gaming,RTX 4090,Middle East,1838381.38,999,Cloud Providers,Business,3.3,19131.5,4.0,Low,3.25,82.0,0.2,90.0,2008-12-17,Google TPU,50.27
2022-02-21,AI,Quadro P2200,Middle East,1959398.82,1862,Gamers,Individual,3.1,145223.52,10.0,Low,1.81,14.0,0.1,71.0,2017-07-26,Google TPU,31.42
2017-05-11,Data Center,RTX 3080,South America,488586.92,4133,Gamers,Business,1.0,138564.69,1.0,High,3.82,64.0,0.1,58.0,2014-08-27,Google TPU,36.34
2023-05-07,OEM,Quadro P2200,APAC,1931941.69,1157,AI Researchers,Individual,2.1,43037.18,14.0,Low,4.15,26.0,0.16,53.0,2009-06-06,AMD Radeon RX 6800,69.33
2003-02-25,AI,RTX 4090,APAC,1588551.47,4419,Educational Institutions,Individual,1.2,104922.95,10.0,Medium,2.52,38.0,0.27,81.0,1995-01-27,Intel Xeon,42.16
1998-08-01,AI,Quadro P2200,South America,528791.12,4591,AI Researchers,Individual,1.4,168059.65,10.0,Medium,4.62,43.0,0.1,63.0,2006-08-12,Google TPU,43.97
2018-06-16,OEM,Quadro P2200,South America,848587.08,1099,Gamers,Business,4.7,69446.85,15.0,Medium,1.51,71.0,0.05,52.0,1996-06-02,AMD Radeon RX 6800,37.22
2015-02-12,Gaming,Quadro P2200,South America,306130.47,4939,Educational Institutions,Business,3.9,93263.07,10.0,High,0.18,12.0,0.2,56.0,2007-11-06,AMD Radeon RX 7900,55.76
2003-12-20,Gaming,Tesla T4,Middle East,366813.61,1030,AI Researchers,Business,3.2,177665.79,17.0,Low,2.9,53.0,0.05,66.0,2024-01-11,Google TPU,53.37
2024-01-13,Data Center,RTX 3080,Africa,897622.6,4712,Gamers,Individual,1.3,124870.08,19.0,Low,3.73,64.0,0.11,85.0,1996-02-21,Google TPU,64.35
1995-02-22,AI,Tesla V100,Europe,653271.57,4640,AI Researchers,Individual,3.5,109094.45,14.0,Medium,4.92,13.0,0.22,84.0,2023-08-16,AMD Radeon RX 7900,67.95
2018-12-31,Gaming,Tesla V100,North America,1433256.9,4496,Gamers,Business,5.0,108855.85,7.0,Medium,2.57,23.0,0.22,73.0,1993-12-30,AMD Radeon RX 7900,66.93
2003-01-15,Gaming,RTX 3080,Europe,1425324.86,2453,Educational Institutions,Business,3.6,39387.79,17.0,High,3.88,79.0,0.27,51.0,2003-03-18,AMD Radeon RX 7900,56.22
2000-01-20,Gaming,Quadro P2200,APAC,1408943.7,1366,AI Researchers,Business,4.1,198380.47,0.0,Medium,0.17,77.0,0.28,68.0,1997-02-03,AMD Radeon RX 6800,56.78
2000-08-26,Gaming,Tesla V100,Middle East,1967100.12,1509,AI Researchers,Business,4.1,74644.0,16.0,Medium,3.6,51.0,0.28,82.0,1998-10-03,AMD Radeon RX 6800,60.18
2022-08-21,AI,Tesla T4,APAC,157974.6,1191,Educational Institutions,Business,2.0,191372.0,15.0,High,4.41,59.0,0.23,85.0,2001-06-30,Intel Xeon,47.19
2018-08-17,OEM,Tesla T4,North America,1839174.59,2507,Gamers,Individual,4.6,132465.04,21.0,Low,1.86,15.0,0.22,82.0,2000-09-06,Google TPU,64.97
2007-10-22,Data Center,Tesla T4,Middle East,1913956.54,144,Educational Institutions,Individual,1.4,61462.88,12.0,High,1.81,49.0,0.3,55.0,2014-11-01,Intel Xeon,31.78
2017-04-14,Gaming,RTX 4090,APAC,1229659.58,4113,AI Researchers,Individual,2.9,86586.74,4.0,High,2.7,89.0,0.28,82.0,1995-01-02,AMD Radeon RX 6800,44.96
2003-12-20,OEM,RTX 4090,Africa,1722815.05,3500,Gamers,Individual,4.1,17488.81,11.0,High,2.72,27.0,0.06,51.0,2015-06-11,AMD Radeon RX 7900,55.6
2009-03-07,OEM,RTX 3080,Africa,1093516.9,4017,Cloud Providers,Individual,1.3,162344.48,24.0,Low,4.3,85.0,0.17,73.0,2022-12-04,Google TPU,31.15
2018-02-10,OEM,Quadro P2200,Middle East,1896042.44,3824,AI Researchers,Business,2.8,91745.21,0.0,Medium,2.91,16.0,0.18,90.0,2019-12-14,Google TPU,38.92
1994-07-23,Data Center,RTX 3080,Middle East,1175091.33,3931,Educational Institutions,Individual,4.8,89874.97,11.0,High,2.39,62.0,0.23,75.0,2007-12-06,AMD Radeon RX 6800,65.87
1993-10-13,Data Center,Tesla V100,APAC,1397684.29,2061,Gamers,Business,2.8,170216.1,24.0,Low,4.75,88.0,0.07,57.0,2019-12-17,Google TPU,61.18
1999-04-21,AI,RTX 3080,Middle East,1857534.43,1094,Cloud Providers,Individual,3.5,10391.1,15.0,Low,3.26,90.0,0.09,73.0,2018-07-20,Google TPU,58.43
2003-12-24,OEM,Tesla T4,APAC,969232.22,389,Gamers,Individual,3.4,76821.79,24.0,Low,2.51,52.0,0.09,61.0,2014-12-17,AMD Radeon RX 6800,63.86
2001-06-08,AI,RTX 3080,Middle East,335850.0,3304,Educational Institutions,Business,3.7,168375.3,14.0,Medium,1.64,36.0,0.18,54.0,2002-06-10,Intel Xeon,65.58
2020-06-24,Data Center,RTX 4090,Africa,82219.66,3344,Gamers,Business,4.7,21756.17,6.0,Low,0.53,74.0,0.23,54.0,2006-09-10,AMD Radeon RX 7900,30.55
2008-02-14,AI,Quadro P2200,APAC,433746.13,473,Educational Institutions,Individual,4.9,162081.93,17.0,Medium,1.36,85.0,0.05,87.0,2022-02-28,Google TPU,65.91
2011-12-20,AI,RTX 4090,Africa,1752677.9,4728,Educational Institutions,Individual,2.1,20519.45,24.0,Low,5.0,76.0,0.23,54.0,1994-12-06,Intel Xeon,56.69
2023-10-04,AI,Tesla V100,APAC,941678.83,1001,Cloud Providers,Business,2.0,97049.53,21.0,Low,2.34,23.0,0.08,65.0,1995-11-22,AMD Radeon RX 6800,40.92
2022-06-30,Data Center,Quadro P2200,North America,96705.59,2783,Educational Institutions,Business,4.4,84811.53,13.0,High,4.51,26.0,0.17,54.0,2020-12-13,Google TPU,49.83
2000-07-22,AI,Quadro P2200,South America,1547510.48,1370,AI Researchers,Individual,3.6,69408.97,9.0,Medium,2.11,53.0,0.22,60.0,2011-10-28,AMD Radeon RX 7900,55.28
2008-10-14,Gaming,Quadro P2200,North America,642244.37,619,Educational Institutions,Business,3.0,65661.08,2.0,Medium,4.21,26.0,0.08,51.0,2006-08-07,Intel Xeon,31.06
2023-04-12,Gaming,Tesla V100,South America,1222836.44,2279,Cloud Providers,Individual,1.8,124014.8,7.0,Low,2.54,59.0,0.29,51.0,2022-05-30,Intel Xeon,38.18
2011-09-10,Gaming,Quadro P2200,South America,152165.43,4211,Gamers,Individual,2.9,82552.28,17.0,High,1.93,76.0,0.06,88.0,1997-09-26,AMD Radeon RX 6800,69.23
2006-04-06,OEM,Tesla V100,APAC,1293002.34,2561,Cloud Providers,Individual,5.0,19381.15,7.0,Low,0.86,87.0,0.27,65.0,2005-08-03,AMD Radeon RX 6800,39.77
2005-03-10,AI,RTX 4090,South America,364047.34,678,Cloud Providers,Business,2.2,71213.49,6.0,Medium,2.87,45.0,0.08,51.0,2009-02-15,Intel Xeon,65.81
2010-03-08,OEM,Quadro P2200,North America,323784.44,3606,Cloud Providers,Individual,2.9,23658.08,10.0,Low,0.11,46.0,0.23,68.0,2004-11-21,AMD Radeon RX 7900,37.34
2018-11-10,AI,Tesla T4,Africa,461730.72,4606,AI Researchers,Business,1.3,81770.49,8.0,High,0.2,46.0,0.16,72.0,2004-03-13,Intel Xeon,38.58
2023-04-28,Data Center,RTX 4090,North America,1866509.34,476,Gamers,Business,2.4,88743.32,18.0,Low,4.4,53.0,0.17,66.0,2016-04-24,Google TPU,32.97
2002-11-08,Data Center,RTX 3080,Europe,521584.25,2663,Gamers,Business,2.5,94007.55,15.0,Low,1.24,30.0,0.05,85.0,2005-02-07,Google TPU,44.74
2000-02-04,Data Center,RTX 3080,APAC,894063.12,2790,Cloud Providers,Individual,3.9,111219.88,3.0,Medium,2.1,62.0,0.26,76.0,2022-07-22,AMD Radeon RX 7900,58.78
1997-05-03,Gaming,Quadro P2200,North America,343810.73,3141,AI Researchers,Business,4.0,77870.84,19.0,Medium,0.12,60.0,0.11,87.0,2011-06-08,AMD Radeon RX 7900,62.63
2014-07-02,Data Center,RTX 3080,South America,322239.62,2439,AI Researchers,Individual,1.7,156945.48,3.0,Medium,0.49,60.0,0.23,89.0,2007-09-16,AMD Radeon RX 6800,33.97
1998-10-03,AI,Quadro P2200,Europe,1980134.31,4545,Cloud Providers,Business,3.0,144071.12,20.0,Medium,2.16,68.0,0.24,59.0,2022-08-27,Google TPU,65.89
2011-08-23,OEM,Quadro P2200,APAC,147582.35,3165,Gamers,Individual,5.0,19509.07,12.0,High,2.48,83.0,0.26,70.0,2004-12-18,AMD Radeon RX 7900,60.19
2008-11-21,Gaming,Quadro P2200,South America,178264.58,1165,Educational Institutions,Individual,3.9,174326.95,8.0,Medium,3.89,80.0,0.24,78.0,2023-03-26,Google TPU,38.1
2010-09-15,OEM,RTX 4090,Middle East,1019577.88,4872,Educational Institutions,Individual,3.0,112491.88,11.0,Medium,1.64,40.0,0.25,81.0,2012-09-29,Intel Xeon,44.77
2017-03-19,Gaming,RTX 4090,Middle East,245649.87,3475,Cloud Providers,Business,4.3,189612.01,10.0,Medium,4.42,61.0,0.08,61.0,2007-06-17,AMD Radeon RX 6800,47.63
2003-05-22,Data Center,RTX 3080,North America,1561777.96,4196,Gamers,Individual,3.1,133599.67,5.0,High,2.57,18.0,0.12,53.0,2001-10-30,Intel Xeon,34.95
2005-08-20,AI,RTX 3080,APAC,1276965.35,4148,Cloud Providers,Business,1.1,146483.43,19.0,High,1.51,38.0,0.19,62.0,2020-03-19,Intel Xeon,37.75
1997-01-24,AI,Quadro P2200,North America,1523515.79,273,Cloud Providers,Business,1.3,193600.45,0.0,Medium,0.11,41.0,0.19,59.0,2010-04-11,AMD Radeon RX 7900,32.1
2021-11-06,Gaming,RTX 3080,Europe,1850485.55,297,Gamers,Individual,3.4,51862.29,15.0,Medium,0.39,49.0,0.12,76.0,2018-10-23,Intel Xeon,54.79
2010-08-19,AI,Tesla T4,North America,837314.45,1161,Gamers,Business,1.5,86173.85,0.0,Medium,1.45,69.0,0.26,84.0,2005-12-13,AMD Radeon RX 6800,60.53
2000-11-15,OEM,Tesla T4,South America,1205159.31,2231,Gamers,Individual,3.8,139482.37,16.0,Medium,1.81,15.0,0.16,81.0,2008-05-07,AMD Radeon RX 7900,61.82
2019-05-06,Gaming,RTX 3080,North America,1491767.72,4642,Educational Institutions,Individual,1.9,77801.4,20.0,Medium,2.39,63.0,0.25,59.0,2008-07-29,Intel Xeon,58.05
2002-02-23,Gaming,RTX 4090,APAC,852482.45,588,Gamers,Individual,3.8,163126.03,19.0,Low,3.6,52.0,0.3,52.0,2004-04-05,AMD Radeon RX 7900,42.56
2006-05-15,OEM,Quadro P2200,South America,819727.99,336,Cloud Providers,Individual,1.4,193094.07,1.0,Low,1.52,23.0,0.26,71.0,1997-05-14,Google TPU,53.15
2004-11-01,OEM,Tesla V100,South America,387761.63,4479,Educational Institutions,Business,5.0,42069.01,0.0,High,3.48,10.0,0.13,58.0,2010-05-23,Google TPU,64.93
2014-08-25,Data Center,Tesla T4,North America,1324043.1,2070,Gamers,Business,2.7,160904.27,8.0,Low,3.25,67.0,0.14,79.0,1994-10-16,Google TPU,55.86
2002-08-21,Data Center,RTX 3080,APAC,619740.72,2131,Educational Institutions,Business,3.2,116958.32,4.0,High,3.8,37.0,0.22,74.0,1996-01-10,AMD Radeon RX 7900,68.11
1998-09-29,Gaming,RTX 4090,South America,1047134.52,993,AI Researchers,Individual,4.9,188934.41,0.0,Medium,1.01,45.0,0.06,56.0,2023-12-30,AMD Radeon RX 6800,62.54
1997-07-02,OEM,Tesla T4,South America,1664326.56,2371,Cloud Providers,Business,3.4,32917.61,12.0,Medium,4.42,65.0,0.06,67.0,2011-02-08,Google TPU,45.53
2010-09-16,Data Center,Tesla V100,North America,152591.32,3354,Educational Institutions,Individual,1.5,35120.85,7.0,Low,0.72,14.0,0.13,60.0,2015-03-08,AMD Radeon RX 6800,64.49
2018-02-08,AI,Tesla T4,North America,1543729.47,1590,Gamers,Individual,2.5,54373.45,20.0,High,1.76,35.0,0.09,56.0,2001-03-11,Google TPU,46.76
2011-03-30,Gaming,Quadro P2200,APAC,1193286.11,2839,Cloud Providers,Business,1.5,37368.86,3.0,High,3.55,30.0,0.14,69.0,2014-10-15,Google TPU,42.99
2018-10-13,OEM,RTX 4090,South America,425205.6,2525,Educational Institutions,Individual,2.8,195760.7,15.0,Medium,0.14,64.0,0.06,80.0,2009-10-03,AMD Radeon RX 7900,51.11
2023-09-06,AI,RTX 3080,South America,416431.59,4022,Cloud Providers,Individual,2.0,88195.5,17.0,Medium,4.8,24.0,0.05,58.0,2008-02-12,AMD Radeon RX 7900,68.09
2023-08-26,Data Center,Tesla V100,APAC,1757827.05,3168,Educational Institutions,Individual,1.9,68147.04,0.0,Medium,2.91,42.0,0.1,77.0,2000-02-19,AMD Radeon RX 7900,65.24
2003-11-30,Data Center,RTX 3080,South America,1058470.29,3089,Educational Institutions,Individual,3.9,53015.92,1.0,High,1.83,89.0,0.05,79.0,2010-05-16,AMD Radeon RX 7900,33.51
1994-07-22,OEM,Quadro P2200,APAC,1671330.06,3883,AI Researchers,Business,3.4,153358.05,25.0,High,2.47,47.0,0.18,81.0,2008-12-14,AMD Radeon RX 7900,47.77
2014-02-04,AI,Tesla T4,Middle East,1247239.89,2832,Educational Institutions,Business,1.3,36277.28,0.0,Low,3.01,54.0,0.3,90.0,2012-12-05,AMD Radeon RX 7900,64.01
2004-01-19,Gaming,Quadro P2200,South America,145972.18,4619,Gamers,Business,4.0,192603.11,2.0,High,2.06,52.0,0.19,87.0,1993-08-06,AMD Radeon RX 7900,54.32
2018-06-15,Data Center,RTX 4090,North America,944943.99,3431,Cloud Providers,Individual,2.9,40613.34,1.0,Low,0.64,48.0,0.2,87.0,2018-02-16,Google TPU,35.27
1999-10-17,Data Center,Tesla T4,APAC,414380.64,4652,Gamers,Business,2.2,29175.9,9.0,Medium,1.01,52.0,0.23,89.0,2009-07-29,AMD Radeon RX 7900,62.87
2018-11-06,OEM,Tesla V100,Africa,1167566.15,1294,AI Researchers,Business,4.8,148747.35,15.0,High,2.71,60.0,0.2,78.0,1996-02-09,AMD Radeon RX 7900,41.06
2022-09-05,OEM,Tesla V100,Europe,181730.24,1270,Educational Institutions,Individual,4.8,33617.84,12.0,High,4.51,63.0,0.12,70.0,1999-06-03,AMD Radeon RX 6800,69.33
1993-12-22,Gaming,RTX 3080,North America,1899923.32,4743,Educational Institutions,Business,4.0,122222.68,11.0,High,0.16,66.0,0.22,51.0,2010-10-13,Intel Xeon,32.95
2007-08-31,Data Center,Quadro P2200,South America,1818739.3,4721,Educational Institutions,Individual,1.3,82722.05,19.0,Low,4.88,22.0,0.29,58.0,1993-12-03,AMD Radeon RX 6800,58.32
2000-11-17,OEM,Tesla T4,APAC,1942228.79,325,Educational Institutions,Business,1.8,148900.47,3.0,Medium,3.82,64.0,0.28,85.0,2022-12-30,Intel Xeon,58.91
